City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ghat,24.9647,10.1728,23.62,23,17,6.55,LY,1712881292
366,yerofey pavlovich,53.9667,121.9667,1.77,95,100,1.92,RU,1712881292
367,chibougamau,49.9168,-74.3659,6.79,81,100,4.12,CA,1712881293
368,port alberni,49.2413,-124.8028,10.06,94,100,2.68,CA,1712881031
369,walvis bay,-22.9575,14.5053,14.53,94,6,2.06,NA,1712881296
370,smidovich,48.6,133.8167,13.2,60,92,2.4,RU,1712881297
371,toamasina,-18.1667,49.3833,25.0,94,75,2.06,MG,1712881298
372,ta'izz,13.5,44.0,21.29,83,32,0.62,YE,1712881299
373,drayton valley,53.2168,-114.9854,9.82,47,100,6.0,CA,1712881300
374,serdar,38.9764,56.2757,14.6,85,100,3.26,TM,1712881301
375,geneina,13.45,22.45,26.34,11,11,6.98,SD,1712881302
376,al abyar,32.19,20.5965,15.02,51,86,3.67,LY,1712881303
377,petropavlovka,50.6114,105.3196,5.97,82,97,1.37,RU,1712881304
378,pundong,-7.9522,110.3486,25.93,89,95,1.28,ID,1712881305
379,bedele,8.456,36.353,16.62,62,68,1.42,ET,1712881306
380,mizdah,31.4451,12.9801,13.98,88,100,11.2,LY,1712881307
381,aksu,41.1231,80.2644,13.77,23,63,2.24,CN,1712881308
382,dom pedrito,-30.9828,-54.6731,17.41,71,100,5.18,BR,1712881189
383,qionghai,19.2425,110.4642,26.26,83,15,3.03,CN,1712881310
384,revda,56.801,59.9303,8.56,87,100,7.46,RU,1712881311
385,oliver,49.1831,-119.5524,15.95,36,100,4.12,CA,1712881311
386,russkiy kameshkir,52.8589,46.0892,13.76,89,100,2.79,RU,1712881312
387,cova figueira,14.8905,-24.2934,17.14,73,0,3.39,CV,1712881314
388,saldanha,-33.0117,17.9442,16.03,61,6,4.99,ZA,1712881315
389,puerto armuelles,8.2833,-82.8667,30.09,71,100,1.34,PA,1712881316
390,barah,13.7,30.3667,23.78,12,22,4.79,SD,1712881317
391,zouerate,22.7187,-12.4521,29.14,9,0,4.95,MR,1712881318
392,benguela,-12.5763,13.4055,25.21,88,99,1.87,AO,1712881319
393,tolanaro,-25.0319,46.9987,20.21,93,100,1.98,MG,1712881191
394,skovorodino,53.9833,123.9167,1.83,82,100,2.67,RU,1712881320
395,kitui,-1.367,38.0106,19.25,96,80,0.94,KE,1712881321
396,hang dong,18.687,98.9194,29.25,66,20,1.03,TH,1712881322
397,sao jose da coroa grande,-8.8978,-35.1478,27.38,81,43,3.39,BR,1712881323
398,mitu,1.1983,-70.1733,24.24,97,100,1.01,CO,1712881142
399,villa gesell,-37.2639,-56.973,12.81,60,99,4.58,AR,1712881089
400,sur,22.5667,59.5289,30.15,45,87,3.61,OM,1712881325
401,nuuk,64.1835,-51.7216,-2.66,93,100,2.57,GL,1712881300
402,nogliki,51.8333,143.1667,3.52,88,44,5.36,RU,1712881327
403,hirara,24.8,125.2833,25.15,88,40,6.17,JP,1712881328
404,puerto baquerizo moreno,-0.9,-89.6,25.72,85,29,3.63,EC,1712881329
405,ha'il,27.5219,41.6907,18.01,42,0,2.06,SA,1712881329
406,jayapura,-2.5333,140.7,29.66,71,98,0.61,ID,1712881330
407,gobabis,-22.45,18.9667,17.14,38,2,4.67,NA,1712881331
408,glace bay,46.1969,-59.957,3.65,88,16,4.47,CA,1712881044
409,la sarre,48.8002,-79.1996,8.68,81,100,3.52,CA,1712881149
410,amarante do maranhao,-5.5667,-46.7422,23.86,96,14,1.08,BR,1712881334
411,kajuru,10.3192,7.6892,26.2,16,97,2.15,NG,1712881335
412,forest,37.3638,-79.2897,19.43,91,100,9.26,US,1712881110
413,afif,23.9065,42.9172,20.75,38,39,3.95,SA,1712881337
414,mazatlan,23.2167,-106.4167,25.98,63,75,4.12,MX,1712881338
415,rameswaram,9.2833,79.3,29.58,75,100,7.57,IN,1712881340
416,praia da vitoria,38.7333,-27.0667,16.53,94,40,3.07,PT,1712881341
417,fortuna,40.5982,-124.1573,14.25,78,20,7.72,US,1712881341
418,punta del este,-34.9667,-54.95,17.15,70,75,2.68,UY,1712881284
419,libreville,0.3925,9.4537,26.71,87,100,2.75,GA,1712881344
420,pizarro,4.9533,-77.366,26.52,84,33,2.1,CO,1712881345
421,weno,7.4515,151.8468,27.83,79,100,5.86,FM,1712881152
422,puerto madero,14.7208,-92.4215,32.11,58,40,3.6,MX,1712881346
423,banda aceh,5.5577,95.3222,26.6,81,88,3.72,ID,1712881347
424,zhezqazghan,47.7833,67.7667,-1.68,80,0,5.0,KZ,1712881348
425,priozersk,61.0393,30.1291,6.16,88,100,5.26,RU,1712881169
426,pangobilian,8.8011,117.8594,28.61,74,39,3.7,PH,1712881350
427,ashburton,-37.8626,145.0794,16.25,85,97,0.45,AU,1712881351
428,naliya,23.2667,68.8333,24.16,79,3,2.31,IN,1712881352
429,road town,18.4167,-64.6167,27.02,74,75,7.72,VG,1712881352
430,kirkwall,58.9848,-2.9587,11.03,82,20,7.2,GB,1712881353
431,karratha,-20.7377,116.8463,27.88,67,68,2.34,AU,1712881355
432,mar del plata,-38.0023,-57.5575,13.94,69,75,2.57,AR,1712881206
433,al kharj,24.155,47.3346,22.32,41,58,4.52,SA,1712881357
434,ixtapa,20.7,-105.2,23.57,69,40,4.63,MX,1712881288
435,tyngsboro,42.6768,-71.4245,10.36,88,100,1.54,US,1712881359
436,antofagasta,-23.65,-70.4,18.06,87,81,2.44,CL,1712881069
437,ad dilam,23.9915,47.1627,22.23,43,59,4.54,SA,1712881361
438,hakui,36.8833,136.7833,19.56,58,85,1.26,JP,1712881362
439,harnosand,62.6323,17.9379,1.01,94,100,2.12,SE,1712881362
440,mount pearl,47.5166,-52.7813,1.29,80,0,6.69,CA,1712881295
441,peace river,56.2501,-117.286,14.17,26,75,1.54,CA,1712881171
442,karabar,-35.3753,149.2308,17.81,72,0,2.06,AU,1712881365
443,la paz,-16.5,-68.15,11.43,74,75,1.54,BO,1712881366
444,chos malal,-37.3781,-70.2709,11.51,59,7,3.68,AR,1712881367
445,key largo,25.0865,-80.4473,26.0,66,95,5.43,US,1712881343
446,burutu,5.3509,5.5076,27.38,83,100,3.73,NG,1712881369
447,cooper's town,26.8667,-77.5167,24.16,89,99,10.7,BS,1712881370
448,el nido,11.1858,119.3956,28.51,71,51,4.19,PH,1712881370
449,bereket,39.2446,55.5154,14.28,85,100,5.65,TM,1712881371
450,usinsk,65.9939,57.5281,1.71,99,100,10.28,RU,1712881199
451,lupane,-18.9315,27.807,18.36,63,31,4.33,ZW,1712881170
452,matoury,4.8483,-52.3317,26.98,89,75,3.6,GF,1712881374
453,sisimiut,66.9395,-53.6735,-5.1,92,96,2.56,GL,1712881184
454,conduaga,8.862,117.4893,28.73,63,22,0.89,PH,1712881378
455,vilhena,-12.7406,-60.1458,22.13,96,100,0.69,BR,1712881379
456,emporia,38.4039,-96.1817,17.11,17,0,8.75,US,1712881380
457,the pas,53.8251,-101.2541,5.01,75,100,2.06,CA,1712881381
458,orange,33.7,-117.7675,31.05,54,0,3.09,US,1712881268
459,dzilam gonzalez,21.2833,-88.9333,23.66,63,46,3.67,MX,1712881238
460,bandundu,-3.3167,17.3667,25.55,77,100,0.72,CD,1712881383
461,tralee,52.2704,-9.7026,11.44,98,100,2.21,IE,1712881342
462,arteche,12.2645,125.4048,27.07,84,68,3.23,PH,1712881385
463,porto novo,6.4965,2.6036,29.9,79,84,4.28,BJ,1712881386
464,jwaneng,-24.6004,24.7303,15.66,71,0,4.86,BW,1712881387
465,xining,36.6167,101.7667,8.3,34,93,1.24,CN,1712881346
466,tarawa,1.419,172.984,30.05,74,20,3.09,KI,1712881390
467,nantucket,41.2835,-70.0995,11.08,99,100,6.69,US,1712881391
468,iola,37.9245,-95.4,18.03,19,30,8.75,US,1712881274
469,egilsstadir,65.2653,-14.3948,-0.05,100,100,3.6,IS,1712881192
470,alofi,-19.0595,-169.9187,29.94,70,75,4.12,NU,1712881393
471,igarka,67.4667,86.5833,-31.66,100,49,0.89,RU,1712881394
472,alegrete,-29.7831,-55.7919,17.99,75,99,8.38,BR,1712881282
473,tateyama,34.9833,139.8667,16.17,86,100,4.43,JP,1712881396
474,happy valley-goose bay,53.3168,-60.3315,10.17,34,75,7.2,CA,1712881384
475,freetown,8.484,-13.2299,25.93,72,54,1.46,SL,1712881400
476,saynshand,44.8824,110.1163,11.41,36,59,2.07,MN,1712881401
477,san ignacio de velasco,-16.3667,-60.95,22.7,98,100,1.24,BO,1712881401
478,suva,-18.1416,178.4415,30.71,70,40,0.0,FJ,1712881402
479,smara,26.7384,-11.6719,27.65,20,0,4.33,EH,1712881403
480,pangoa,-12.1167,-73.0,22.22,97,96,1.31,PE,1712881404
481,ta`u,-14.2336,-169.5144,28.69,80,18,4.28,AS,1712881405
482,misratah,32.3754,15.0925,17.35,87,56,7.29,LY,1712881406
483,zaozersk,69.4005,32.4476,-1.69,94,97,5.69,RU,1712881407
484,svobodnyy,51.4,128.1333,10.29,58,100,7.22,RU,1712881408
485,taulaga,-11.0553,-171.0883,29.98,73,52,3.78,AS,1712881409
486,hobyo,5.3505,48.5268,28.46,77,39,3.58,SO,1712881410
487,nguigmi,14.2495,13.1092,28.12,14,81,5.42,NE,1712881411
488,viedma,-40.8135,-62.9967,12.61,75,84,3.85,AR,1712881340
489,acapulco de juarez,16.8634,-99.8901,27.9,74,0,3.6,MX,1712881413
490,cuenca,-2.8833,-78.9833,19.07,52,75,3.09,EC,1712881414
491,buzias,45.6492,21.6036,10.97,88,45,1.75,RO,1712881415
492,kasimov,54.9411,41.3953,8.43,80,32,2.94,RU,1712881416
493,sassnitz,54.5167,13.65,12.11,95,89,8.35,DE,1712881416
494,bangassou,4.7413,22.8184,24.43,53,28,0.76,CF,1712881157
495,betio village,1.358,172.9211,30.02,76,84,2.86,KI,1712881418
496,grand-bassam,5.2118,-3.7388,27.98,82,100,1.09,CI,1712881419
497,xiongzhou,25.1167,114.3,24.1,87,85,1.44,CN,1712881420
498,monrovia,6.3005,-10.7969,24.87,84,67,1.63,LR,1712881421
499,ulaangom,49.9811,92.0667,0.36,65,89,0.85,MN,1712881422
500,keren,15.7778,38.4581,22.43,62,69,2.01,ER,1712881423
501,raduzhny,62.0961,77.475,-15.05,90,96,5.32,RU,1712881277
502,aripuana,-9.1667,-60.6333,24.37,97,100,0.8,BR,1712881425
503,berezovyy,51.6667,135.7,10.29,36,5,2.14,RU,1712881426
504,luanda,-8.8368,13.2343,26.66,81,100,5.35,AO,1712881203
505,onega,63.9061,38.1404,1.61,86,32,6.06,RU,1712881428
506,dalian,38.9122,121.6022,12.96,67,0,4.0,CN,1712881429
507,puerto lopez,4.0845,-72.956,30.53,44,54,2.65,CO,1712881430
508,cozumel,20.5083,-86.9458,23.04,94,100,4.12,MX,1712881308
509,tsiombe,-25.3,45.4833,20.0,89,96,2.52,MG,1712881334
510,arraial do cabo,-22.9661,-42.0278,25.06,83,84,1.25,BR,1712881433
511,kavieng,-2.5744,150.7967,28.55,74,97,2.82,PG,1712881433
512,ulsteinvik,62.3432,5.8487,10.5,87,84,6.38,NO,1712881434
513,thunder bay,48.4001,-89.3168,8.99,93,100,1.54,CA,1712881233
514,warwick,41.7001,-71.4162,14.39,90,100,4.12,US,1712881436
515,kenai,60.5544,-151.2583,3.05,97,100,2.57,US,1712881437
516,ola,59.5833,151.2833,-3.81,82,40,1.5,RU,1712881194
517,coquimbo,-29.9533,-71.3436,13.85,88,100,1.54,CL,1712881251
518,brandon,27.9378,-82.2859,23.28,79,40,5.14,US,1712881383
519,nadym,65.5333,72.5167,-12.8,89,100,13.57,RU,1712881440
520,uliastay,47.7417,96.8444,2.02,70,97,1.73,MN,1712881441
521,azov,47.1078,39.4165,17.79,55,46,1.34,RU,1712881442
522,livingston,55.9029,-3.5226,12.49,93,100,5.66,GB,1712881443
523,dinan bashnoian wala,29.7659,73.2657,25.22,25,43,3.47,PK,1712881444
524,callao,-12.0667,-77.15,22.16,78,75,4.63,PE,1712881445
525,fortaleza,-3.7227,-38.5247,29.01,94,75,3.09,BR,1712881355
526,kapa'a,22.0752,-159.319,27.99,83,0,2.57,US,1712881439
527,howrah,22.5892,88.3103,25.0,73,40,3.09,IN,1712881448
528,alaghsas,17.0187,8.0168,29.21,10,91,2.46,NE,1712881449
529,cassilandia,-19.1133,-51.7342,24.41,85,95,0.99,BR,1712881449
530,mingora,34.7758,72.3625,14.13,62,48,3.91,PK,1712881452
531,haiku-pauwela,20.9219,-156.3051,26.25,73,20,3.6,US,1712881335
532,west bay,19.3667,-81.4167,29.04,85,20,3.09,KY,1712881453
533,nizhniy odes,63.6445,54.856,1.19,98,100,6.69,RU,1712881454
534,nizao,18.25,-70.2,28.53,79,4,4.25,DO,1712881455
535,gaigeturi,33.4644,126.3183,17.03,82,0,4.12,KR,1712881456
536,vuktyl,63.8567,57.3094,0.62,96,100,7.6,RU,1712881457
537,priob'ye,62.5206,65.5964,1.13,98,100,6.68,RU,1712881458
538,ketchikan,55.3422,-131.6461,7.41,76,75,0.0,US,1712881356
539,twon-brass,4.3151,6.2418,28.54,79,93,6.03,NG,1712881461
540,vilyuysk,63.7553,121.6247,-18.89,96,59,2.68,RU,1712881462
541,columbia falls,48.3725,-114.1815,15.82,34,0,6.17,US,1712881464
542,humaita,-7.5061,-63.0208,24.34,99,83,1.35,BR,1712881465
543,pontianak,-0.0333,109.3333,25.99,94,20,3.09,ID,1712881466
544,ntoum,0.3833,9.7833,24.64,96,100,1.3,GA,1712881466
545,chadron,42.8294,-102.9999,14.42,29,0,4.63,US,1712881467
546,surat,21.1667,72.8333,26.14,65,64,3.63,IN,1712881386
547,baswa,27.15,76.5833,26.08,27,91,1.61,IN,1712881469
548,aswan,24.0934,32.907,21.76,30,27,4.64,EG,1712881471
549,colombo,6.9319,79.8478,27.13,82,38,1.12,LK,1712881214
550,qamdo,31.1667,97.2333,-1.43,55,53,1.95,CN,1712881472
551,akureyri,65.6835,-18.0878,-0.99,98,100,2.06,IS,1712881238
552,ejura,7.3856,-1.3562,24.61,85,100,1.42,GH,1712881474
553,kindu,-2.95,25.95,21.36,95,100,1.28,CD,1712881475
554,illizi,26.4833,8.4667,19.89,37,1,6.13,DZ,1712881477
555,cabedelo,-6.9811,-34.8339,27.37,80,100,3.86,BR,1712881477
556,mogadishu,2.0371,45.3438,28.99,75,28,4.33,SO,1712881478
